Sample Filename,Language
5zkgzf5bzrh.mp3,Maya Mopan
5zklhoapzov.mp3,Kiche Cunen
5zl5dlzkcun.mp3,Huli
5zlgvh54qaz.mp3,Quechua Southern Conchucos Ancash
5zm1x1pbe0c.mp3,Huambisa
5zmgkadwnan.mp3,Javanese
5zmgpnroweo.mp3,Shilluk
5zmpnwmxylf.mp3,Hindi
5zn3rnyiq51.mp3,Dangaleat
5znoefscx3a.mp3,Napu
5znpufdl2eu.mp3,Kera
5znqubvyjue.mp3,Dan East
5zo2fvr00xu.mp3,Tzeltal Bachajon
5zpquvpfijj.mp3,Huave de San Mateo del Mar
5zqxjf0ifij.mp3,Teso
5zqzaal1hms.mp3,Anufo
5zr4fmn2op3.mp3,Avokaya
5zrahkvkwzl.mp3,Akoose
5zrptegg5ds.mp3,Napu
5zrxnp02rgc.mp3,Arabic
5zshwkdust3.mp3,Mazahua Central
5zsnvfxdffb.mp3,Zapotec Sierra de Juarez
5zsz0myfh5a.mp3,Kyrgyz
5zt0hj5jimr.mp3,Chipaya
5zuceo2bg2a.mp3,Mongondow
5zutdbohfd2.mp3,Guayabero
5zvsltpajsq.mp3,Arabic Egyptian Spoken
5zwisuadvwa.mp3,Nahuatl Highland Puebla
5zwjre5nyiv.mp3,Teribe
5zxdl33yjvf.mp3,Jingpho
5zxijl4caaf.mp3,Awa PNG
5zxito5mvvf.mp3,Guayabero
5zy0rjfcdco.mp3,Kazakh
5zydn1xo2on.mp3,Patamona
5zylzrqobd3.mp3,KalmykOirat
a01cfx1wqzn.mp3,Altai Southern
a02fxq3oayr.mp3,Malay
a02v5es1afj.mp3,Sauria Paharia
a03lz2ak5kn.mp3,Hindi
a04b0hw3ipv.mp3,Arabic Egyptian Spoken
a04gza3jgcd.mp3,Lao
a04y1z505xx.mp3,Romani Sinti
a051ab3gpxe.mp3,Korean South
a051pces45e.mp3,Gidar
a05chz1ygsq.mp3,Karakalpak
a05nbcq0yr1.mp3,Hadiyya
a05t2mnescr.mp3,Bench
a0avqvvm1ae.mp3,Awadhi
a0bkdr5jaed.mp3,Kera
a0daxtnvzpn.mp3,Azerbaijani North
a0dpspryi5l.mp3,Luwo
a0dt0m1xg2k.mp3,Bhojpuri
a0ejws2q3ze.mp3,Quechua Southern Pastaza
a0ffadcuro3.mp3,Tucano
a0gcwlo44pz.mp3,Kok Borok
a0gjwzbie2k.mp3,Tepehua Pisaflores
a0gvzvb3irw.mp3,Karamojong
a0gwo0jte44.mp3,Sasak
a0h10qpbzn3.mp3,Teso
a0hd4il5vce.mp3,Paumari
a0hnf1klkwb.mp3,Tuva
a0inkdo351x.mp3,Terena
a0jzar4veai.mp3,Biate
a0l4d0ovha0.mp3,Tepehua Pisaflores
a0lqj3duaic.mp3,Dutch
a0lwe4lgf15.mp3,Trio
a0mnbnyslbx.mp3,Kalabari
a0mwysvqbtu.mp3,Carib
a0oizx2iz5s.mp3,Madi
a0ojli0lz2w.mp3,Kashinawa
a0p0dwpopmt.mp3,Terena
a0p0wxwntqz.mp3,Mongondow
a0phqep2ozd.mp3,Teso
a0quhrhe45i.mp3,Paez
a0qwg1sz3av.mp3,Oromo Eastern
a0qzh2w1bfi.mp3,Cofan
a0r2jdjhavm.mp3,Aguaruna Awajun
a0ruwncuhy4.mp3,Sebat Bet Gurage_Gurage Chaha
a0smabpqg4k.mp3,Kuman
a0tw1hwpjrr.mp3,Bench
a0u0z5fxbwj.mp3,Tzeltal Bachajon
a0um0nuz3rc.mp3,Maka
a0v3gwmyhaf.mp3,Romani Sinti
a0v3mruca5p.mp3,Mundari
a0vdvqqd1kx.mp3,Tamasheq
a0vqcsrckfw.mp3,Dangaleat
a0vvthtkdrj.mp3,Palauan
a0wkaos1ybl.mp3,Arabic Sudanese Spoken
a0x1fapdkyl.mp3,Ipili
a0x3o5kmym2.mp3,Carib
a0xi3nvgphi.mp3,Karamojong
a0yi4fqhj40.mp3,Musgu
a0ylvcegbr4.mp3,Malagasy Plateau
a0za1ea5cyh.mp3,Belize Kriol English
a0zytgdtvga.mp3,Tepehua Tlachichilco
a1015fmf5if.mp3,Duala
a10cz1lxdn3.mp3,Akha
a10qvl1n0ob.mp3,Vai
a10tvajusjh.mp3,Bench
a1144zbghdr.mp3,Jingpho
a11gmmngmhm.mp3,Albanian Tosk
a132bn4hi3x.mp3,Nahuatl Highland Puebla
a13dtxr5fdk.mp3,Kazakh
a13mibhnwgx.mp3,Jur Modo
a13sjdiegkk.mp3,Huambisa
a13skpwkkdy.mp3,Yawa
a14sxebbejr.mp3,Terena
a151501wb1k.mp3,Tamasheq
a153yicvian.mp3,Chayahuita Shawi
a1andalbwmz.mp3,Pampangan
a1b4fyurxga.mp3,Yali Angguruk
a1bavdxkvzh.mp3,Konso
a1ci2anef2s.mp3,Otomi Mezquital
a1crkeyrs4t.mp3,Kiche Cunen
a1d15l54yad.mp3,Paez
a1e2ujzxkm5.mp3,Bekwarra
a1e5hsfgsi1.mp3,Patamona
a1ebofk2hgp.mp3,Cofan
a1f5hictikw.mp3,Akoose
a1foabalvrj.mp3,Quechua MargosYarowilcaLauricocha
a1g0qhinujw.mp3,KalmykOirat
a1g2tozpc0r.mp3,Oromo Eastern
a1gip0jlur3.mp3,Palauan
a1hnroi55fe.mp3,Zapotec Isthmus
a1i4b1d1jnj.mp3,Adiokrou
a1i4uisjawb.mp3,Jola Kasa
a1ioezcyapa.mp3,Palauan
a1jwuiz51ef.mp3,Huambisa
a1m3k3ngibc.mp3,Duala
a1mprnse4su.mp3,Anufo
a1mrlcueaj2.mp3,Kazakh
a1ny43mcs2u.mp3,Romani Sinti
a1o4dlltxac.mp3,Ashaninca
a1otsoelukf.mp3,Bora
a1pabiqp5jz.mp3,Ignaciano
a1prqgviei5.mp3,Maya Mopan
a1q10k02qfy.mp3,Bru Eastern
a1q3u5sl2mh.mp3,Quechua Eastern
a1qiutaqrrf.mp3,Garhwali
a1qoip3qdbc.mp3,Chinantec de Usila
a1qxkvrir1t.mp3,Pampangan
a1rkwt1lv2b.mp3,Ojibwa Northwestern
a1sjbewnq2n.mp3,Nahuatl Highland Puebla
a1spokoukxw.mp3,Duri
a1spskqfgcj.mp3,Lao
a1stdyzzbcj.mp3,Arabic Sudanese Spoken
a1tfijxhhza.mp3,Bekwarra
a1thn4zw4zs.mp3,Hmong Daw
a1tjkvttcjh.mp3,Duri
a1udb55cdfm.mp3,ShipiboConibo
a1undcd0zur.mp3,Karamojong
a1vdaz0ltu0.mp3,Trio
a1vrnn212pk.mp3,Teso
a1wbplfwwcb.mp3,MofuGudur
a1yhaat2utw.mp3,Jola Kasa
a1ylalxglqe.mp3,Cakchiquel South Central
a1yofrxyvt3.mp3,Belize Kriol English
a205zug3hia.mp3,Arabic
a20ecxyyum5.mp3,Aruamu
a20rjkrjx1u.mp3,Kumyk
a21qypd1mmi.mp3,Wichi Lhamtes Nocten Weenhayek
a21sxwmtapq.mp3,Pijin
a224kmei0bi.mp3,Aymara
a22aab13k3w.mp3,Tamasheq
a22hpyb1vrt.mp3,Thai
a22kkr2z4yu.mp3,Hadiyya
a241boh0gic.mp3,Avokaya
a24psodwfqh.mp3,MofuGudur
a24szwe3dkf.mp3,Yali Angguruk
a2512s12nrk.mp3,Sanuma
a25bdezpt13.mp3,Pamona_Bahasa Taa
a25gy2ucfk0.mp3,Maya Mopan
a25kihaetnu.mp3,Wichi Lhamtes Nocten Weenhayek
a2ahwwvphku.mp3,Jola Kasa
a2eu5mmgcti.mp3,Zapotec Sierra de Juarez
a2ev0l1010y.mp3,Adiokrou
a2ffruzm4gh.mp3,Cofan
a2fgvado1mj.mp3,Duala
a2fmrqjnn0u.mp3,Shuar
a2g01h2rqj3.mp3,Karamojong
a2gmrja5jzn.mp3,Romani Sinti
a2gviqcawim.mp3,Duala
a2h12tlkm12.mp3,MofuGudur
a2ijpjv1ube.mp3,Korean North
a2iyeslffnp.mp3,Naga Ao
a2j0alozap5.mp3,Garhwali
a2k2b2ujw1u.mp3,Arabic Egyptian Spoken
a2kf2imh441.mp3,Korean North
a2mocejsg5m.mp3,Quechua North Junin
a2nqbhurbr5.mp3,Bali
a2ntqs2s1vl.mp3,Khasi
a2odifpkuid.mp3,Adiokrou
a2pmnjytmsq.mp3,Bhojpuri
a2pvuqashpv.mp3,Palaung Ruching
a2qmqptglyz.mp3,Javanese
a2rrobh35v4.mp3,Lobi
a2tbxxhkflz.mp3,Waiwai
a2tfunufxwm.mp3,Alangan
a2tiougbu4a.mp3,Duri
a2tp1vphzjg.mp3,Galela
a2ugbzsahpf.mp3,Tzeltal Bachajon
a2unduacq2x.mp3,Hindi
a2v23l2ijmi.mp3,Aruamu
a2vxhk1b2ea.mp3,Mongolian Halh
a2w3cwlijnx.mp3,Moro
a2wiurqlmhe.mp3,ShipiboConibo
a2xgoofivbk.mp3,Palauan
a2xog4pcywj.mp3,Zapotec Sierra de Juarez
a2xutox3jkh.mp3,Yali Angguruk
a2y5azg4ccj.mp3,Bali
a2z4igcet14.mp3,Ilokano
a2znexw1vdw.mp3,Arabic
a2zpyje5zud.mp3,Mundari
a2zqmjjs4vm.mp3,Maka
a2zyx5jrluc.mp3,Kui
a30ecj03ni5.mp3,Jola Kasa
a30lb0cnqf2.mp3,Tektiteko
a30s1b3xgz1.mp3,Nahuatl Highland Puebla
a31405jxp3e.mp3,Romani Sinti
a323fhro2zl.mp3,Nigerian Pidgin
a32biyexzvv.mp3,Azerbaijani North
a32fi3kecc5.mp3,Nigerian Pidgin
a32ugewxohi.mp3,Wichi Lhamtes Nocten Weenhayek
a330yija0fm.mp3,Otomi Mezquital
a34lu3dpdbo.mp3,Lao
a34wstqy315.mp3,Samoan
a35t1tk1duy.mp3,Bora
a3a5fcoibpf.mp3,Chamacoco
a3aivd0cb4i.mp3,Bicolano Central
a3akd5svfp2.mp3,Napu
a3b1vvzdr3w.mp3,Ese Ejja
a3bqygusb3q.mp3,Quechua North Junin
a3bss5xfen5.mp3,Peve
a3btuc20npb.mp3,Themne
a3bwoparl53.mp3,Tepehua Tlachichilco
a3clawso2xx.mp3,Quechua Southern Conchucos Ancash
a3dgpq4ucgt.mp3,Duri
a3dgrbhdtxx.mp3,Nahuatl Northern Puebla
a3dyen52usj.mp3,Karakalpak
a3e3bf2wepr.mp3,Ticuna
a3fluzlntoc.mp3,Yawa
a3fouhg1zgq.mp3,Alangan
a3gcgredoaa.mp3,Arabic
a3gltoi4ti0.mp3,Ojibwa Northwestern
a3gouhywcfq.mp3,Sanuma
a3izvj5grii.mp3,Chayahuita Shawi
a3j0alug2ql.mp3,Akoose
a3kxtupficb.mp3,Napu
a3mdy01nwsu.mp3,Bekwarra
a3mn5gdnrsi.mp3,Altai Southern
a3nhi1radzv.mp3,Albanian Tosk
a3nsa104pty.mp3,Qeqchi
a3ogjorh5w3.mp3,Akha
a3oyemzneca.mp3,Dangaleat
a3ozy55kdq2.mp3,Lao
a3pbxzfqyvx.mp3,Duala
a3pqpw2kbvx.mp3,Malagasy Plateau
a3pwr4f2ybw.mp3,Alangan
a3pydmr2mho.mp3,Altai Southern
a3qf1jcnnff.mp3,Quechua North Junin
a3qrgeakz2x.mp3,Kumyk
a3raexxcb3r.mp3,Awa PNG
a3re1urwtsg.mp3,Kilivila Kiriwina
a3rjvxp3paq.mp3,Marba_Azumeina
a3s3ikth4lx.mp3,Fai South
a3sa0fprcmb.mp3,Chuj Ixtatan
a3saqyb0rys.mp3,Guahibo
a3six0a52vu.mp3,Dinka Northeastern
a3skfvflmc2.mp3,Tektiteko
a3sn05wvfzc.mp3,Mentawai
a3t335kj15r.mp3,Garhwali
a3t4qlchdou.mp3,Musgu
a3tm2iquaws.mp3,Yawa
a3unlp0tugj.mp3,Quechua Southern Conchucos Ancash
a3upfyl0pbv.mp3,Malagasy Plateau
a3upoawtgxx.mp3,Eleme
a3uypnvewho.mp3,Oromo Eastern
a3vxoecgpxk.mp3,Hiligaynon
a3wofug2izw.mp3,Nahuatl Guerrero
a3zadydiwuy.mp3,Zapotec Sierra de Juarez
a3zvkqchg1l.mp3,Tektiteko
a40bivzlccz.mp3,Tzeltal Bachajon
a40dn0ohq4c.mp3,Totonac Highland
a41l20mtezx.mp3,Sango
a421s5trad3.mp3,Morisyen
a43aybkk2xb.mp3,Qeqchi
a44jtnxcpaq.mp3,Aguaruna Awajun
a44p4glvdon.mp3,Tepehua Pisaflores
a44zk0rgsc4.mp3,Kolami Northwestern
a45fa14ycai.mp3,Zapotec Isthmus
a45mi01d34v.mp3,Nigerian Pidgin
a45rlzqfqk1.mp3,Korean North
a4a2vlqn3u5.mp3,Akha
a4aa0kqd21t.mp3,Qeqchi
a4al2lvyot5.mp3,Mundari
a4au4kxtlwc.mp3,Wichi Lhamtes Nocten Weenhayek
a4azrakpt3p.mp3,Jur Modo
a4bxidc5s2c.mp3,Tzeltal Bachajon
a4bxyhg3rnh.mp3,Javanese
a4cbclvasvn.mp3,Paumari
a4cqkv5u0eb.mp3,Tuva
a4cy420yzoi.mp3,Dan East
a4d2woamvyv.mp3,Hadiyya
a4d3g0fctt1.mp3,Kolami Northwestern
a4f2b3qyotj.mp3,Alladian
a4fjmxr3wup.mp3,Musgu
a4geaet4wni.mp3,Javanese
a4gyr3jayfw.mp3,Patamona
a4htjemlgdn.mp3,Samoan
a4iiftgkcw2.mp3,Korean North
a4iqg30smgk.mp3,Sauria Paharia
a4izbi4qpbq.mp3,Sanuma
a4jlj0qnuht.mp3,Nahuatl Northern Puebla
a4joevwjlnd.mp3,Mixtec Ayutla
a4jyybddsmk.mp3,Naga Ao
a4l4uedpzkn.mp3,Maka
a4lth3lofpl.mp3,Cofan
a4m2f33t5mq.mp3,Tzeltal Bachajon
a4m5205tkoh.mp3,Javanese
a4mhktl1zfe.mp3,Aguaruna Awajun
a4mtkvew4of.mp3,Mongolian Halh
a4o0nf1kbdb.mp3,Yawa
a4o1l12qkqg.mp3,Kok Borok
a4onwxyhi4q.mp3,Alangan
a4ouioaylzv.mp3,Quechua Southern Conchucos Ancash
a4owjptd0vz.mp3,Akoose
a4p253n20jj.mp3,Mentawai
a4pcvyj3t2r.mp3,Lobi
a4pj2arqdix.mp3,Kazakh
a4pptpvb3px.mp3,Bokyi
a4psmd3ouzv.mp3,Patamona
a4q20ivdqij.mp3,Malagasy Plateau
a4qiwajqycn.mp3,Aguaruna Awajun
a4qpepmusea.mp3,Teso
a4qv00t5tda.mp3,Hmong Daw
a4sovz5wh1a.mp3,Bicolano Central
a4sz3he5uxf.mp3,Mongondow
a4tf22sfxh1.mp3,Kalabari
a4u4jxessmw.mp3,Quechua Eastern
a4ude31s0ki.mp3,Mongondow
a4uiarqrwnj.mp3,Bora
a4uzthh1iyo.mp3,Wichi Lhamtes Nocten Weenhayek
a4w21mgxjpr.mp3,KalmykOirat
a4w2zjwhm5k.mp3,Thai
a4y1bb55w4r.mp3,Hadiyya
a4yk0gk3sso.mp3,Carib
a4zfdw5555x.mp3,Quechua Southern Pastaza
a4zfflhcvrp.mp3,Jingpho
a52fywdiisi.mp3,Sebat Bet Gurage_Gurage Chaha
a52mb4thxnr.mp3,Shilluk
a52mng4qevd.mp3,Lao
a53sjyjarhy.mp3,Korean North
a53twjckrt4.mp3,Bench
a53xwgiv2ol.mp3,Guahibo
a54a5t0ving.mp3,Waimaha
a54fzfrgrfm.mp3,Duala
a54v3xe4zou.mp3,Pamona_Bahasa Taa
a554f13ixtf.mp3,Bali
a55hitxswpn.mp3,Munukutuba
a55sxoe4es5.mp3,Otomi Mezquital
a5a2eharree.mp3,Huambisa
a5ahltva1d5.mp3,Altai Southern
a5auqx2dria.mp3,Mundari
a5b0zzfwio3.mp3,Ticuna
a5bpdxvz4fb.mp3,Anufo
a5cqozc4bhc.mp3,Guahibo
a5cqw0hmchy.mp3,Patamona
a5dbr1jbkp2.mp3,Tobelo
a5fbdo2hybu.mp3,Chuj Ixtatan
a5fnbsazind.mp3,Polish
a5fqa3qgjuw.mp3,Sanuma
a5gd4gp1vam.mp3,Konso
a5gx0fhbpjy.mp3,Cofan
a5gxhggrgpq.mp3,Jur Modo
a5gxq1xhnbz.mp3,Paez
a5hk4okqfly.mp3,Palauan
a5hn2qpw33r.mp3,Thai
a5i4cy1klrv.mp3,Konso
a5iaoqwnbaj.mp3,Jur Modo
a5jj4aiztqn.mp3,Marba_Azumeina
a5jypkr4rdc.mp3,Oromo Eastern
a5klj1zncpx.mp3,Morisyen
a5l0fs3vtwc.mp3,Wichi Lhamtes Nocten Weenhayek
a5lu142h1w1.mp3,Sanuma
a5lupid1nqt.mp3,Kui
a5muyqzw3vk.mp3,Arabic
a5n23vz3s55.mp3,Alladian
a5necw0krvg.mp3,Bhojpuri
a5nint0wb1g.mp3,Belize Kriol English
a5npvslu3nn.mp3,Huambisa
a5oq21ho4x1.mp3,Maya Mopan
a5p2iav4zxb.mp3,Napu
a5p3ws3rxyt.mp3,Bora
a5pteieeoyl.mp3,Teribe
a5qbbrk4onj.mp3,Quechua Southern Conchucos Ancash
a5qjykkjvia.mp3,Paumari
a5r45gvpfql.mp3,Romanian
a5r5tavsgik.mp3,Cofan
a5skrmzaxmk.mp3,Biate
a5swtbh3qu4.mp3,Ipili
a5t2jig1oyl.mp3,Bhojpuri
a5t3o0v0yjc.mp3,Mundari
a5to1mom4do.mp3,Tzeltal Bachajon
a5tqvrgs3cn.mp3,Chuj Ixtatan
a5ts5zpfife.mp3,ShipiboConibo
a5vk5sgvoli.mp3,Awa PNG
a5vlo2sbjuk.mp3,Qeqchi
a5volw5ea23.mp3,Dinka Northeastern
a5wjqu5wlla.mp3,Kashinawa
a5wnbcombkx.mp3,Parecis
a5xf1xo2dko.mp3,Azerbaijani North
a5xg1dww2ci.mp3,Moro
a5xgglb25b0.mp3,Waimaha
a5xixcmd3lt.mp3,Yawa
a5zpheojpj5.mp3,Maka
aa0oaknku0i.mp3,Tepehua Pisaflores
aa152uv2ckp.mp3,Patamona
aa1cavkd3tl.mp3,Arabic
aa1ydwh321h.mp3,Huli
aa21cc1o42s.mp3,Hindi
aa4ate02hjx.mp3,Yawa
aa4id4khmyv.mp3,Dinka Northeastern
aa4mw3xtfkt.mp3,Kazakh
aa53xmw4ax3.mp3,Pamona_Bahasa Taa
aa5gc3ogggn.mp3,Kyrgyz
aa5kbepo3mx.mp3,Aguaruna Awajun
aa5nkjq1umc.mp3,Kumyk
aaaic3pqmuj.mp3,Adiokrou
aaaru1gsdpy.mp3,Jur Modo
aab4l5zobmx.mp3,Lobi
aabck0tnlzj.mp3,Mazahua Central
aablldyq25s.mp3,Awadhi
aacqtwcegbe.mp3,Bru Eastern
aadyqhm4jvk.mp3,Kilivila Kiriwina
aaeanpqef4n.mp3,Kumyk
aaevoms3wac.mp3,Yali Angguruk
aaezyfyvqnm.mp3,Quechua Southern Conchucos Ancash
aafp0fua32z.mp3,Malagasy Plateau
aag32wwamjn.mp3,Koorete
aagdibwgrsr.mp3,Moro
aagnzhrvisx.mp3,Parecis
aaiez5i5wmg.mp3,Alladian
aaiwmbcxowl.mp3,Mundari
aaj4ujvn5mq.mp3,Quechua MargosYarowilcaLauricocha
aajuynutrbl.mp3,Maka
aak1xqfaduh.mp3,Bali
aak3du0q35m.mp3,Chuj Ixtatan
aake3qksouk.mp3,Luwo
aakko1vcboz.mp3,Akha
aaknu5yk21s.mp3,Samoan
aakrke5etxc.mp3,Ignaciano
aakvb3ul0xm.mp3,Romanian
aal22xslapt.mp3,Waiwai
aal3fxq2kbb.mp3,Luwo
aalog3qc0we.mp3,Munukutuba
aalrjs1q54u.mp3,Shuar
aamd4wiqork.mp3,Galela
aamhzysq3lr.mp3,Aruamu
aaoc03loicv.mp3,Chamacoco
aapbgr0zw21.mp3,Khmer Northern
aape4ns3w21.mp3,Ignaciano
aapjcfz5yk4.mp3,Mongolian Halh
aaplqoitawl.mp3,Polish
aaqhypp5fln.mp3,Awa PNG
aar4jetaqhq.mp3,Mazahua Central
aarwb5pvbxq.mp3,Javanese
aarzms3d3n4.mp3,Tamasheq
aasddudwj5v.mp3,Morisyen
aasex45mvvy.mp3,Quechua Southern Conchucos Ancash
aasgj01fc43.mp3,Themne
aasutt4xkd3.mp3,Jingpho
aat0gjnbgqg.mp3,Quechua Eastern
aat424mvhog.mp3,Moro
aatffb2idqx.mp3,Polish
aato4vrmkl3.mp3,Pampangan
aatv1dpv3et.mp3,Bench
aau2iaydrk4.mp3,Koorete
aau4ds1z0ft.mp3,Chamacoco
aaud4g4k441.mp3,Shuar
aaur1by14ol.mp3,Kalabari
aauuxekjulg.mp3,Yali Angguruk
aavaxizwbvc.mp3,Madi
aavjywaqujj.mp3,Maka
aavqdfcgwsf.mp3,Tepehua Pisaflores
aawi5uvaknv.mp3,Nahuatl Highland Puebla
aawtiojauuf.mp3,Lao
aaxekyggf00.mp3,Altai Southern
aaxgzxzntt1.mp3,Paumari
aay4iu1zbxa.mp3,Altai Southern
aaynkbzoi5c.mp3,Kilivila Kiriwina
aazcd2miajy.mp3,Mundari
aazxdhiy5bs.mp3,Karakalpak
ab0gbjd1rlh.mp3,Koorete
ab0r40wfsmg.mp3,Naga Ao
ab1pezadwd2.mp3,Kannada
ab1wqcnyugf.mp3,Kannada
ab2gzvuwdxy.mp3,Quechua Southern Conchucos Ancash
ab4yvkpb5cb.mp3,Khmer Northern
ab5e1i0axna.mp3,Vai
ab5iryagall.mp3,Biate
ab5ofbrhqt4.mp3,Quechua Eastern
ab5raoqkp4z.mp3,Chamacoco
aba2ps1ms35.mp3,Guahibo
abafuqf2gtm.mp3,Arabic Egyptian Spoken
abargrhhxkd.mp3,Karakalpak
abay4ftcne0.mp3,Parecis
abb0llgymmc.mp3,Musgu
abbmhqce0km.mp3,Ilokano
abc0qfc1jel.mp3,Romani Sinti
abcdpdn2oov.mp3,Duri
abco2cvg0jb.mp3,Bhojpuri
abcw5b02k1r.mp3,Polish
abd0o0sisen.mp3,Lao
abd31kw15mw.mp3,Eleme
abegdvrmf2v.mp3,Bench
abenotkw40r.mp3,Musgu
abfb4ajawqn.mp3,Hindi
abfbmhcd1pv.mp3,Vietnamese
abhcrqrfwef.mp3,Awadhi
abhknh1durc.mp3,Pampangan
abhtm5ikbc4.mp3,Korean South
abiiql3yojo.mp3,Anufo
abj4kf2132c.mp3,Ese Ejja
abj5elvnsne.mp3,Palauan
abjv0ocxzxs.mp3,Tzeltal Bachajon
abkses4qphw.mp3,Tepehua Tlachichilco
abljzas3mza.mp3,Sango
abllkmtpj0g.mp3,Bekwarra
abmq4g2xddk.mp3,Korean South
abnadflx2pq.mp3,Mentawai
abnc5eu3f3r.mp3,Bekwarra
abnk0uzenhg.mp3,Hadiyya
abnxjdutln2.mp3,Dutch
abojb05r3yh.mp3,Hiligaynon
abp0soyhmvy.mp3,Yawa
abp3vcpzi3y.mp3,Belize Kriol English
abpaaozotzy.mp3,Hiligaynon
abpdxl0sort.mp3,Hiligaynon
abpqgc03m05.mp3,Huave de San Mateo del Mar
abptatsjzhn.mp3,Lobi
abq2kwmwr3i.mp3,Thai
abqezcd4nmd.mp3,Bench
abr0oqjyq1e.mp3,Kalabari
abs130mcmnz.mp3,Trio
abuh3eriipq.mp3,Cakchiquel South Central
abveaojqjzs.mp3,Huambisa
abvlukwnkzk.mp3,Ojibwa Northwestern
abxdqjrjucs.mp3,Duala
abxric3yjw3.mp3,Guahibo
abycm4rb4fb.mp3,Khmer Northern
abz0c4so2tu.mp3,Duala
abzhfewruj3.mp3,Belize Kriol English
abzk53pjjc4.mp3,Jola Kasa
abznyrzab1o.mp3,Gamo
abzpn52s1xi.mp3,Eleme
ac0qzbo4nn2.mp3,Alangan
ac2f5tvdanu.mp3,Kiche Cunen
ac2opoc03qf.mp3,Qeqchi
ac3inhhybwy.mp3,Tektiteko
ac42gado5c5.mp3,Arabic Sudanese Spoken
ac4ad3x0gxi.mp3,Kashinawa
ac4lgttd2xa.mp3,Alladian
ac5il2qkrsy.mp3,MofuGudur
ac5piwou3oy.mp3,Romani Sinti
acag0a3zqst.mp3,Nahuatl Highland Puebla
acampkldu3u.mp3,Hindi
acaqrj5n3fy.mp3,Oromo Eastern
acavhtjddx2.mp3,Paumari
acb3spkiq05.mp3,Hiligaynon
acbcb52kw4f.mp3,Sanuma
acbqi5dkgub.mp3,Kannada
accbdi54f1g.mp3,Aymara
accktkuds5k.mp3,Bokyi
acd1cuubjjw.mp3,Polish
acd4hll3pes.mp3,Ixil Nebaj
acdsu4oh5ec.mp3,Marba_Azumeina
acezjzgmznj.mp3,Ojibwa Northwestern
acf1xs1bg4m.mp3,Peve
acg12do5w4w.mp3,Yawa
acgaxe41xbk.mp3,Pijin
acgzssjmixp.mp3,Quechua MargosYarowilcaLauricocha
ach44oty3xc.mp3,Kok Borok
ach45ypoe2u.mp3,Ticuna
achiybwzufs.mp3,Garhwali
achthzdqh1b.mp3,Kyrgyz
achwfewcm2u.mp3,Tamasheq
aci3qfajk5o.mp3,Bokyi
aciybtzy4mw.mp3,Otomi Mezquital
acjlii5nuwn.mp3,Konso
acjzvauhfso.mp3,Patamona
ack3n4pa2ad.mp3,Mentawai
ackcrsz2y0x.mp3,Mentawai
ackfduq40ez.mp3,ShipiboConibo
aclkczahx5b.mp3,Bekwarra
acmtldo5zfy.mp3,Romanian
acmyrp0prc2.mp3,Duala
acnr3a3tiun.mp3,Sango
acojh0qxmly.mp3,Shilluk
acpmgkclida.mp3,Dinka Northeastern
acpttu5y0mt.mp3,Waimaha
acpw4of1jim.mp3,Awadhi
acq1bef3zvk.mp3,Korean North
acq3h1dcp13.mp3,Shilluk
acq3vxjzhgd.mp3,Huambisa
acqn4trovtn.mp3,Palauan
acrn53uo0ie.mp3,Maka
acrxtau2oj1.mp3,Mongolian Halh
acs0buoqdu2.mp3,Ipili
acs0nokxj0l.mp3,Kumyk
acturgafz55.mp3,Paumari
acvblulg5nq.mp3,Anufo
acvipv4sqpd.mp3,Hiligaynon
acwq0tk5bc0.mp3,Tol
acxnkg3u1k0.mp3,Cakchiquel South Central
acxp10lc3ao.mp3,Avokaya
acxtp12mspa.mp3,Ashaninca
acyyporvsap.mp3,Tepehua Tlachichilco
aczer1hian1.mp3,Ashaninca
aczndcfu3lw.mp3,Nahuatl Guerrero
ad0pwil00ed.mp3,Qeqchi
ad1f5y3sllz.mp3,Ese Ejja
ad1o2ior4fu.mp3,Huli
ad1vc2zdgte.mp3,Arabic Sudanese Spoken
ad3uchcx3ga.mp3,Romani Sinti
ad41r5xivpa.mp3,Mundari
ad42jeepwyg.mp3,Teribe
adbcpqvqses.mp3,Malay
adbf2xc4jwx.mp3,Tamasheq
add00s4mxhm.mp3,Khasi
add4zliu5d1.mp3,Kolami Northwestern
addbvkhsqeo.mp3,Quechua MargosYarowilcaLauricocha
addu1peeroe.mp3,Gamo
addzzunj2ix.mp3,Javanese
ade1astlzjl.mp3,Azerbaijani North
adennggneyn.mp3,Kumyk
adeowadjhen.mp3,Dangaleat
adfbwtna5lo.mp3,Adiokrou
adfj51pho4x.mp3,Tektiteko
adfs5xwten2.mp3,Quechua North Junin
adgivingf1v.mp3,Hiligaynon
adgj0vuj1b4.mp3,Parecis
adgmgglsznj.mp3,Tol
adgtk1kqlpd.mp3,Morisyen
adhitoc1guq.mp3,Quechua Eastern
adhsf5lhdwf.mp3,Kui
adiu2xdq0fj.mp3,Lobi
adiv4ro502l.mp3,Karakalpak
adj2jhst45y.mp3,Sanuma
adj30h42glr.mp3,Korean North
adkazhes2o3.mp3,Konso
adkmul1qhos.mp3,Tol
adnlav52hqm.mp3,Mentawai
adntyitb3hd.mp3,Duala
adocyxoxdzq.mp3,Munukutuba
adol3kjw1et.mp3,Vietnamese
adovlls5lvl.mp3,Pokoot
